taskSize,taskType,priority,resourceLoad,actualTime
2,1,1,34.55,3.478
1,1,1,58.73,0.791
2,2,2,18.14,5.096
1,1,1,18.4,0.889
1,1,1,18.1,0.731
3,2,3,28.29,22.803
2,2,3,55.75,11.479
1,1,2,7.38,1.098
3,1,2,28.58,15.403
1,1,3,22.72,0.714
2,1,1,9.65,2.979
2,3,1,28.54,6.883
2,1,2,8.83,1.877
1,2,1,60.98,2.641
2,1,2,38.62,6.238
2,1,2,17.7,2.491
1,2,1,22.37,1.833
3,1,4,46.26,19.89
1,1,1,11.13,0.646
1,2,2,30.31,1.692
2,3,2,2.93,3.191
1,1,2,28.14,0.801
2,2,2,4.37,6.373
1,2,1,45.72,1.15
1,2,2,21.78,1.049
2,3,2,31.2,4.154
2,2,2,23.59,5.299
2,3,1,15.7,3.523
1,1,4,60.46,0.784
1,1,5,88.21,0.702
2,1,1,36.22,4.401
3,2,1,9.04,32.371
2,1,2,19.13,2.947
1,1,2,37.92,0.794
1,2,1,50.1,1.755
1,2,2,50.74,1.327
1,2,1,46.89,0.99
1,1,3,31.89,0.57
1,3,1,25.45,0.977
2,1,1,45.34,7.882
1,2,3,17.62,0.776
1,1,1,1.79,0.571
2,1,1,41.54,3.171
1,2,2,22.46,0.863
2,1,2,22.96,3.487
2,1,1,13.02,3.232
2,1,3,51.9,3.731
2,1,2,25.14,3.2
2,1,1,59.38,7.892
1,3,4,60.98,0.68
2,1,2,41.71,3.477
2,3,1,2.7,3.876
1,1,3,44.28,0.601
2,2,1,25.25,5.466
1,3,3,40.83,0.693
1,2,4,68.18,1.712
1,1,3,22.57,0.551
2,2,2,10.36,5.05
1,3,2,4.53,0.567
1,1,1,34.83,1.422
1,2,3,30.41,1.016
2,1,1,40.34,5.047
3,3,2,52.42,16.148
1,1,1,27.71,0.769
1,2,1,39.26,1.607
2,1,2,47.31,3.441
1,2,4,24.18,0.75
1,1,1,11.21,0.566
2,3,2,34.21,5.418
2,1,4,18.66,1.861
1,3,1,37.72,2.619
1,1,3,40.48,0.584
1,3,3,36.58,0.546
3,1,5,57.47,15.804
2,3,1,11.85,4.963
1,2,3,37.52,1.103
3,1,1,20.17,14.029
1,3,1,16.81,0.576
2,1,2,11.34,2.839
2,1,3,41.11,3.319
2,1,1,50.71,3.695
2,2,1,9.94,6.003
1,2,1,30.51,1.808
1,1,2,21.5,0.824
1,2,2,13.54,1.141
2,3,2,22.81,3.758
1,1,3,45.42,0.402
1,3,2,46.48,0.94
1,1,4,12.09,0.433
1,2,1,38.47,1.322
1,2,2,42.1,2.286
1,2,3,21.8,0.981
1,1,4,34.66,0.791
1,2,3,43.68,1.065
1,1,2,26.22,0.609
3,1,3,42.14,13.352
2,2,1,63.39,12.353
2,2,5,38.95,4.006
3,3,4,46.64,20.012
1,1,2,35.02,0.803
2,3,3,12.68,3.874
1,2,2,45.49,2.03
1,2,4,60.34,1.62
1,1,1,40.17,0.754
2,3,3,10.9,4.186
1,2,1,9.52,1.134
1,1,1,10.1,0.624
2,2,1,29.16,7.403
1,1,1,26.6,0.681
2,3,1,20.65,3.264
2,3,2,41.23,3.038
1,2,1,26.86,1.346
1,1,2,14.25,0.497
1,1,2,16.59,0.439
2,1,3,46.3,4.581
2,2,2,40.69,12.635
2,2,2,23.98,6.418
1,2,1,34.68,1.133
1,1,1,26.81,0.726
2,1,1,30.27,3.133
2,1,1,39.96,3.603
1,1,3,31.06,0.613
1,1,1,8.22,0.773
1,3,3,35.5,0.68
1,2,1,40.21,2.606
2,2,2,46.17,6.694
3,1,2,77.47,22.964
1,2,4,43.05,1.273
1,3,1,27.81,1.072
1,1,4,19.07,0.42
1,2,1,9.06,1.39
1,1,1,34.14,0.832
1,1,4,42.71,0.424
1,2,2,34.45,1.563
2,3,3,20.51,3.307
2,2,3,7.53,6.858
2,3,1,59.44,14.319
1,2,3,16.2,1.227
1,2,2,44.03,1.249
1,2,4,22.55,0.614
1,1,1,26.16,0.7
1,3,1,11.33,0.774
1,1,1,14.22,0.768
3,2,2,10.9,26.982
3,3,1,47.69,21.868
2,1,1,40.98,6.219
2,1,3,66.42,8.979
2,1,1,56.87,6.0
2,1,1,4.41,2.971
2,3,1,12.95,6.592
1,1,2,38.51,0.565
3,3,1,58.9,47.139
2,2,3,16.9,5.344
1,2,1,37.65,1.101
1,3,2,32.77,1.024
2,1,3,19.13,2.807
3,1,4,33.62,10.027
1,2,1,23.13,1.459
1,2,1,53.96,1.134
1,1,2,32.98,0.844
1,3,1,16.33,0.722
1,2,4,5.98,0.825
1,1,3,39.07,0.836
1,1,3,33.53,0.74
1,1,1,3.54,0.796
2,1,3,67.4,3.992
1,3,3,29.82,0.467
1,1,4,19.2,0.368
1,3,1,39.75,0.589
2,2,4,14.79,3.984
1,1,2,7.87,0.703
1,3,2,21.79,0.575
1,1,1,16.83,0.597
1,1,4,27.26,0.749
3,1,1,33.44,21.661
1,3,2,23.12,0.694
1,2,1,56.44,1.403
1,1,1,26.37,0.601
1,2,1,31.72,1.549
2,1,4,4.86,2.36
2,1,2,6.28,2.955
2,3,1,39.0,5.316
1,2,4,2.31,0.528
1,2,4,56.34,1.029
3,2,4,64.69,64.778
1,1,2,8.58,0.564
2,3,2,30.23,3.817
2,1,1,31.12,4.091
1,1,5,10.4,0.326
3,1,1,51.86,18.622
1,3,1,29.03,1.692
2,2,2,40.9,4.882
1,1,2,53.47,0.739
1,1,2,37.06,0.797
1,1,1,17.2,0.516
1,1,4,45.47,0.633
3,1,1,42.65,21.003
1,1,1,21.17,0.516
1,1,2,41.13,0.932
1,3,2,54.19,1.172
2,1,4,15.07,1.8
1,3,5,26.19,0.364
1,3,2,26.46,0.698
2,1,2,12.69,2.116
2,1,1,57.45,6.785
3,2,1,53.35,52.086
2,3,2,5.66,4.016
1,2,1,29.19,1.233
2,1,2,13.36,2.973
1,1,2,11.59,0.418
1,2,2,17.71,1.312
1,1,2,13.68,0.661
1,1,1,13.64,0.511
1,1,2,34.69,0.531
1,2,2,22.01,0.879
2,1,1,25.48,3.614
3,3,1,30.25,16.795
1,1,2,7.84,0.621
1,2,2,42.13,1.605
1,3,4,7.16,0.6
1,3,4,43.51,0.853
3,1,4,60.73,15.262
1,2,4,41.68,1.001
1,3,2,21.68,0.995
1,2,4,56.3,0.82
1,3,1,44.48,1.569
1,3,4,21.89,0.867
3,1,2,50.85,35.564
2,1,1,14.1,3.007
1,2,3,29.72,1.36
2,2,1,29.81,9.018
2,1,2,42.19,3.681
1,3,1,22.04,0.957
2,1,2,41.57,3.328
2,3,1,75.24,7.285
2,1,1,22.44,3.228
1,2,1,4.64,0.989
2,3,2,39.33,4.744
2,2,2,32.93,5.479
2,1,1,6.73,3.489
1,1,2,37.41,0.866
1,2,1,42.96,1.763
2,2,2,22.77,4.594
2,3,1,38.66,5.807
3,2,1,7.55,20.456
1,1,1,13.85,0.939
1,1,2,38.76,0.835
2,2,4,29.66,3.529
2,2,1,19.75,6.555
1,1,2,37.11,0.749
2,3,1,75.68,10.37
1,2,1,35.51,1.456
1,2,3,9.88,0.737
1,2,2,11.39,1.472
1,1,1,14.71,0.775
2,3,1,6.02,3.048
1,2,1,13.0,1.202
2,2,1,13.56,6.487
1,2,3,55.26,1.497
2,2,4,53.6,4.077
1,3,3,20.52,0.732
1,1,2,15.48,0.581
1,3,2,16.84,0.505
3,1,3,18.25,12.732
3,1,1,8.03,9.686
1,3,2,42.69,2.18
1,2,2,75.04,2.748
1,1,1,37.32,0.426
1,1,1,25.23,0.704
1,2,2,14.76,1.165
3,1,2,62.72,28.107
2,1,1,15.98,3.024
1,3,1,58.51,1.146
3,1,1,8.32,13.969
2,1,1,22.22,2.563
1,2,2,4.89,0.834
2,2,2,15.41,4.571
1,1,3,24.38,0.798
1,2,2,35.52,1.621
1,1,1,22.48,0.543
1,3,3,50.34,0.761
1,2,1,43.41,1.667
2,2,3,26.21,5.309
1,2,2,29.81,1.342
1,1,5,32.11,0.262
3,1,1,16.2,16.856
3,1,1,36.41,27.128
2,2,2,3.56,4.658
2,3,2,23.88,4.492
3,1,2,70.9,39.0
2,3,2,34.03,5.684
1,1,4,28.65,0.323
1,1,4,11.41,0.437
1,1,4,7.83,0.5
1,1,2,25.74,0.868
1,3,4,18.58,0.754
1,1,1,44.19,0.681
1,2,2,19.51,1.39
1,3,5,24.09,0.693
1,2,1,49.7,2.058
1,1,2,15.29,0.454
2,1,3,43.58,2.792
1,2,2,42.79,1.718
1,3,1,21.22,1.096
1,1,1,18.78,0.946
2,3,4,23.69,3.596
2,3,3,45.48,4.605
1,2,2,21.98,1.16
2,2,5,27.32,4.593
2,3,1,60.71,4.968
3,3,3,11.39,18.993
2,2,1,31.89,11.08
1,1,3,8.32,0.488
1,2,1,25.18,1.296
1,1,3,18.87,0.748
1,2,2,26.22,1.058
1,2,1,61.75,2.269
3,1,3,31.21,16.179
1,1,3,67.78,0.744
1,2,3,11.55,1.016
3,1,4,22.9,9.805
1,3,4,11.06,0.676
1,1,2,39.33,0.553
1,3,2,44.8,1.087
1,1,1,16.47,0.853
1,1,4,4.75,0.539
1,1,5,22.41,0.271
1,1,1,7.3,0.671
1,2,1,60.57,1.532
2,3,2,17.83,3.542
1,2,3,11.92,0.968
1,1,1,44.8,0.657
1,1,1,33.32,0.899
2,1,2,21.91,3.853
2,1,1,13.63,3.144
1,1,3,50.85,0.871
2,2,2,6.94,6.3
1,2,1,52.98,2.659
2,1,4,70.48,5.588
3,1,3,15.88,15.072
1,2,1,40.4,1.723
1,1,2,5.71,0.553
1,1,2,3.29,0.614
2,1,3,7.63,2.309
1,3,2,21.38,0.576
1,3,1,22.84,0.855
2,1,2,20.05,2.436
1,2,1,11.99,1.441
2,3,1,21.55,6.163
1,2,1,11.87,1.121
3,1,2,49.2,28.586
2,3,2,43.71,6.912
1,2,2,47.99,1.853
1,2,2,73.13,2.632
1,1,4,25.66,0.62
2,1,1,7.43,3.257
1,1,1,15.24,0.92
3,2,2,4.43,23.039
2,2,1,28.53,4.581
3,2,1,70.79,36.909
1,1,2,43.56,0.884
1,2,4,24.91,0.954
1,2,1,22.62,1.667
1,3,3,31.86,0.594
1,1,1,44.79,1.027
1,1,4,9.01,0.404
2,3,1,64.59,10.166
1,1,1,4.8,0.443
1,1,4,4.38,0.372
1,3,2,19.06,0.914
2,2,4,25.69,3.347
2,2,1,47.08,7.907
1,1,2,24.25,1.02
1,2,1,38.14,1.403
1,3,1,17.56,1.128
2,1,2,17.22,2.674
1,3,4,27.87,0.705
1,1,4,45.08,0.656
3,3,4,25.26,16.786
1,3,1,2.36,0.855
1,3,4,38.31,0.707
1,1,2,26.64,0.611
2,2,1,33.62,6.379
1,1,1,54.29,1.455
3,1,1,3.96,9.893
2,1,1,8.61,2.851
2,1,1,27.0,3.119
1,2,1,40.97,1.737
1,2,1,14.14,1.145
2,1,4,51.65,4.402
3,1,1,25.72,16.59
2,1,3,61.58,4.462
3,1,2,6.98,10.531
2,1,2,14.49,3.203
1,2,3,26.36,1.043
1,3,2,27.2,0.796
1,1,2,53.63,0.983
1,2,1,46.78,1.372
1,3,2,27.98,0.783
1,1,3,64.81,1.165
1,1,3,44.75,0.933
1,1,1,61.81,1.066
2,2,2,10.82,5.228
2,1,1,25.3,5.737
1,2,4,36.39,0.959
2,1,4,19.9,2.728
1,2,1,6.36,1.1
1,2,3,15.81,0.756
1,2,2,50.73,1.521
1,1,4,28.4,0.569
1,3,1,29.24,1.46
2,2,2,18.01,5.251
1,2,1,17.39,1.352
2,3,1,25.42,5.55
1,1,2,29.19,0.533
1,1,4,21.18,0.349
2,1,1,15.1,4.047
2,1,5,20.89,2.296
1,1,1,20.02,0.51
2,3,1,55.75,12.395
1,1,1,37.84,0.472
2,1,3,31.3,3.774
2,2,2,30.17,6.357
1,1,2,37.46,0.466
1,1,1,8.54,1.035
3,3,2,44.59,19.264
1,3,3,9.65,0.514
2,2,2,19.0,6.168
1,1,2,38.42,0.998
1,1,1,9.21,0.56
1,1,3,49.13,0.751
2,1,2,22.75,2.816
1,2,1,1.4,1.304
1,1,1,58.08,1.013
1,2,4,14.24,0.579
2,2,3,41.94,5.634
1,1,2,38.82,0.81
1,1,2,74.81,2.258
1,1,1,29.33,1.104
1,3,2,45.77,0.695
1,3,3,10.98,0.673
1,2,1,11.25,1.179
2,2,2,31.73,6.379
3,2,2,22.99,17.69
1,1,4,39.15,0.652
1,1,1,20.53,0.669
3,2,2,31.69,55.787
1,3,2,45.31,1.777
1,1,1,24.94,0.84
2,1,3,37.08,3.529
1,1,3,26.71,0.698
1,1,1,28.02,0.519
3,2,2,49.12,46.252
1,3,3,51.76,0.601
2,1,4,17.54,2.163
1,1,1,16.98,0.558
1,1,3,29.35,0.688
2,2,3,25.74,4.838
3,3,1,39.56,26.575
2,2,4,27.12,7.877
1,2,1,29.07,0.992
2,2,2,52.62,8.683
1,3,1,41.59,0.756
1,2,1,50.53,2.334
2,2,1,37.03,9.385
1,3,1,6.07,0.958
1,2,2,15.35,1.104
2,1,1,33.17,5.999
2,3,1,36.47,6.734
1,2,2,57.7,1.424
1,3,2,55.1,0.892
2,1,2,9.44,3.072
1,3,4,42.24,0.605
1,2,4,13.31,0.843
1,2,1,14.93,1.016
1,2,1,21.36,1.701
1,3,3,3.27,0.66
3,3,3,21.44,16.053
2,2,1,22.44,5.92
1,2,1,36.2,1.817
1,3,4,21.48,0.525
2,2,4,5.5,4.865
1,1,4,14.58,0.384
2,1,2,34.26,2.622
1,2,1,46.78,2.507
2,1,2,25.6,4.306
1,2,1,55.63,2.09
2,3,1,32.24,5.081
2,2,3,19.77,8.199
1,1,2,6.22,0.569
3,3,3,35.26,25.482
1,2,1,16.67,1.128
1,1,1,27.63,0.549
2,1,3,14.67,2.898
2,2,2,38.05,5.656
1,2,5,16.82,0.699
1,2,3,7.37,1.261
1,1,1,32.1,0.69
1,1,3,69.52,1.243
1,2,1,15.98,0.839
1,1,1,58.4,1.51
1,3,1,15.33,0.64
2,1,2,31.78,4.879
2,1,4,55.34,5.795
3,1,4,17.8,8.636
1,1,4,15.6,0.408
1,1,3,25.6,0.502
1,1,4,46.06,0.448
1,3,1,4.29,0.708
1,1,3,32.06,0.515
1,1,1,22.96,1.243
2,1,1,4.76,3.851
3,1,2,23.96,16.167
1,1,1,17.2,0.563
1,1,1,15.84,0.603
2,1,2,17.51,2.37
2,1,1,28.66,4.683
1,3,4,15.03,0.595
2,1,1,19.39,3.574
1,2,4,29.72,0.933
2,1,1,30.69,3.862
2,2,1,24.23,6.363
1,1,1,47.69,0.864
1,1,1,26.87,0.778
2,1,2,18.25,2.72
1,2,2,10.02,0.954
2,3,1,15.02,6.009
1,1,1,40.27,0.714
2,2,1,53.87,8.807
2,2,3,57.38,5.497
2,3,5,28.86,3.487
1,2,2,26.46,1.201
1,1,2,32.72,0.343
1,2,1,27.19,1.191
1,3,1,24.29,1.178
1,3,5,26.83,0.299
1,3,1,42.15,0.578
3,1,2,20.32,12.862
2,1,2,22.28,1.862
2,1,1,49.18,4.92
3,3,1,17.34,13.466
2,1,5,64.97,2.637
1,1,1,68.66,0.992
1,2,1,74.14,2.294
2,1,4,48.11,5.619
2,3,2,93.21,10.554
2,2,3,36.05,3.797
1,1,1,36.47,0.859
2,2,1,21.44,5.93
1,2,2,58.48,1.346
1,1,2,44.83,0.979
1,3,3,40.95,1.154
1,2,1,78.31,1.617
1,2,2,26.04,1.512
2,2,3,34.66,6.291
1,1,1,59.42,1.139
3,2,4,26.18,20.458
1,1,1,62.77,1.26
1,3,1,16.47,1.126
1,3,2,25.74,0.643
1,2,1,19.51,1.191
1,1,2,37.75,1.034
1,1,1,19.65,0.571
1,3,2,19.12,0.761
1,1,2,20.56,0.745
1,1,1,12.1,0.53
1,1,2,13.96,0.684
1,1,4,5.52,0.393
1,1,1,20.0,0.694
1,1,4,31.03,0.401
2,1,1,12.98,4.592
1,2,1,61.66,1.867
2,2,2,41.64,4.86
2,1,5,12.8,1.834
1,3,1,20.32,0.574
2,3,1,66.79,17.381
2,1,1,59.89,12.883
2,2,1,15.86,5.703
2,3,2,51.14,3.417
1,1,3,43.45,0.79
1,1,2,55.36,1.158
1,2,1,38.88,1.02
2,1,2,25.62,4.5
1,2,5,25.41,0.991
1,1,2,34.35,0.623
3,1,2,24.18,17.746
1,3,3,24.98,0.78
1,3,1,40.33,0.915
1,2,4,19.74,1.085
1,3,1,11.38,0.85
1,2,2,20.63,1.295
1,1,1,23.74,1.341
3,2,2,46.07,42.179
1,3,2,37.37,0.648
1,2,4,8.42,0.934
2,3,2,50.48,4.958
1,2,1,13.46,1.093
1,1,1,49.54,0.623
1,1,4,18.26,0.343
2,2,2,30.31,9.915
1,1,2,31.21,1.077
2,1,1,31.74,4.641
2,1,5,17.3,1.253
2,1,1,20.12,4.062
1,1,3,15.29,0.38
2,1,5,4.79,2.16
1,1,1,28.81,1.231
1,3,3,19.02,0.574
1,3,1,20.27,0.715
1,1,1,42.89,1.017
3,1,1,11.22,22.018
1,1,2,49.0,0.221
1,2,1,2.96,1.305
1,2,2,31.37,2.017
1,1,5,46.46,0.511
2,2,2,6.11,5.88
1,1,2,25.34,0.683
2,1,1,49.18,7.274
1,2,2,53.95,2.077
3,1,2,17.99,21.806
2,3,1,23.04,4.565
1,1,2,33.75,0.646
2,2,2,51.81,10.359
1,3,3,20.94,0.865
1,3,2,10.91,1.051
1,2,2,22.01,0.943
1,2,1,23.31,1.199
3,2,1,21.64,30.689
2,1,1,35.75,3.355
1,1,2,13.27,0.537
3,1,1,16.4,15.468
1,3,2,32.07,0.97
1,1,4,19.82,0.576
2,2,3,7.74,4.079
1,3,2,49.6,0.558
2,1,2,56.71,2.686
1,2,5,2.16,0.743
1,2,3,8.09,0.695
1,1,1,28.46,0.79
1,2,4,21.55,0.859
1,1,2,20.67,0.754
1,1,1,17.89,0.621
1,1,3,15.62,0.606
2,1,4,20.47,1.327
1,1,1,22.97,1.031
1,2,1,30.73,1.946
1,2,1,18.98,0.808
1,1,2,29.95,0.782
1,1,4,24.42,0.406
1,3,3,9.58,0.772
1,1,2,25.74,0.583
3,2,2,23.04,21.503
1,1,1,25.75,0.965
1,1,1,7.73,0.727
2,1,1,42.59,7.436
1,2,1,65.13,1.803
1,2,2,43.06,1.501
1,3,3,13.38,0.76
1,1,2,11.21,0.663
2,2,2,17.98,4.055
1,1,1,23.69,0.546
2,1,2,20.4,4.114
1,1,3,52.41,0.741
2,1,2,38.5,5.751
1,1,1,44.25,0.996
2,3,2,12.2,5.125
1,1,2,33.12,0.726
1,3,2,42.14,1.071
1,2,4,16.86,0.672
3,3,2,19.88,13.912
1,2,3,51.7,1.237
1,2,2,22.55,0.812
3,1,5,20.8,8.865
2,1,2,29.87,3.871
2,2,1,50.58,8.302
1,1,2,32.64,1.015
1,1,5,48.92,0.688
3,1,1,11.52,12.823
1,2,1,22.43,0.914
2,2,3,7.09,4.184
2,2,5,20.0,2.407
3,1,2,32.64,20.895
1,2,2,49.31,1.469
1,3,1,22.79,0.634
2,1,2,11.84,3.696
3,1,2,50.14,45.139
3,2,1,12.52,26.915
1,1,3,35.75,0.857
1,2,2,28.52,1.024
2,1,1,47.66,4.897
1,2,5,25.58,0.576
1,3,1,23.42,0.852
1,1,2,37.0,0.742
1,1,1,21.2,0.565
1,3,1,47.95,2.814
1,3,1,13.59,0.672
3,1,4,41.97,10.576
2,1,2,22.2,4.704
1,2,1,33.42,1.725
2,2,2,31.23,7.511
1,2,5,43.98,0.965
2,2,1,47.27,5.777
2,2,1,29.02,6.409
1,2,1,34.59,1.577
3,1,1,24.31,11.898
1,2,3,17.65,0.827
2,2,4,50.55,6.429
3,3,1,31.89,21.693
2,2,1,22.86,5.713
1,2,4,35.74,1.013
1,1,2,18.77,0.445
1,2,1,16.69,0.842
1,1,1,39.4,0.665
1,2,2,59.03,1.587
1,1,2,35.96,0.744
1,2,2,27.61,1.542
1,1,1,20.94,0.745
1,3,1,40.52,0.804
2,1,1,52.94,3.307
1,1,1,15.44,0.858
2,1,2,43.83,5.669
2,1,4,29.61,5.321
1,1,2,11.76,0.467
1,1,1,25.89,0.495
2,2,1,13.74,8.112
1,2,1,22.38,1.464
1,1,4,21.58,0.314
2,1,1,43.53,3.11
2,1,3,37.82,6.282
1,3,1,35.28,1.552
1,1,1,10.16,0.616
2,2,2,4.94,6.582
1,3,3,10.21,0.894
2,1,1,27.22,3.826
1,2,2,35.72,1.328
1,1,2,2.34,0.41
1,2,3,18.45,0.594
2,1,2,12.39,2.123
1,2,1,28.63,1.636
3,3,1,75.94,33.472
2,1,1,28.56,3.56
2,2,1,0.72,5.498
2,2,3,34.81,2.555
1,2,4,51.17,1.761
1,1,1,20.46,0.549
1,1,2,30.66,0.48
1,3,3,24.55,0.597
1,1,1,31.64,0.629
2,2,2,46.21,8.686
2,2,2,50.21,9.066
1,1,4,55.86,0.444
1,1,4,25.18,0.646
2,1,3,21.42,1.519
2,1,1,49.28,2.733
3,3,2,52.58,36.749
1,2,2,12.32,0.905
1,1,4,35.45,0.328
2,2,4,20.19,3.696
1,2,2,12.17,1.537
2,1,1,39.45,3.519
1,1,2,16.26,0.918
1,2,4,38.72,0.826
1,1,3,31.2,0.599
2,1,1,30.55,5.988
1,1,2,40.73,0.578
2,2,2,52.57,8.699
2,2,2,5.52,8.047
2,2,1,46.53,12.916
3,2,1,32.14,46.508
2,1,3,32.89,2.316
2,1,2,26.08,5.979
1,2,3,17.08,0.848
2,1,3,14.11,1.889
3,1,2,47.89,26.132
2,1,2,15.6,3.73
1,1,3,14.83,0.648
1,2,4,13.74,0.646
2,1,5,46.67,2.461
3,1,2,3.37,11.582
1,3,3,31.93,0.715
3,1,3,36.38,11.48
1,1,1,58.95,1.082
1,1,1,14.63,0.674
3,2,1,43.57,42.911
3,3,3,10.12,14.014
1,3,1,46.38,1.515
3,1,2,50.15,12.881
2,1,1,27.65,4.7
2,2,3,37.64,5.452
2,3,2,47.93,5.427
1,1,4,28.05,0.389
1,3,1,48.19,0.93
1,2,4,54.37,1.621
1,1,3,45.56,0.684
1,2,2,43.1,1.33
1,3,2,14.67,0.845
1,1,1,57.23,1.505
1,3,4,3.19,0.596
1,1,2,3.39,0.989
1,3,2,24.74,1.152
1,1,2,11.98,0.63
1,2,1,32.94,1.965
2,1,2,41.69,4.843
2,1,2,20.57,5.855
2,1,2,47.26,3.601
2,1,1,56.22,6.618
3,2,2,35.78,36.376
2,3,4,27.45,3.259
1,2,1,32.24,1.278
1,3,2,28.98,0.923
2,1,2,14.76,2.376
2,2,2,10.64,6.933
2,1,4,17.96,2.338
1,3,1,20.58,0.851
3,2,2,8.25,25.791
1,3,1,4.69,0.809
3,3,3,44.01,18.106
1,1,1,17.81,0.559
1,2,1,30.05,1.598
1,3,1,41.05,1.053
1,1,4,39.35,0.604
1,2,4,15.87,0.898
2,1,1,12.81,5.132
1,1,4,9.92,0.33
1,2,1,9.1,1.349
1,1,3,45.41,0.52
2,3,1,20.21,5.242
1,2,1,45.94,2.319
1,2,4,32.15,0.694
2,3,2,14.08,2.599
1,2,3,6.66,1.243
3,1,1,15.96,19.868
1,3,3,40.42,1.29
2,2,2,47.17,5.626
2,1,1,14.76,3.204
1,3,4,29.53,0.534
2,1,1,38.65,4.792
1,1,3,44.09,0.687
1,3,4,23.22,0.763
2,1,3,27.38,2.953
3,1,1,60.97,27.916
1,2,2,34.28,1.334
2,2,1,30.03,5.251
1,1,2,49.03,1.79
1,2,1,51.26,3.045
1,2,1,34.8,1.814
2,1,3,17.49,1.184
2,2,2,14.39,4.656
1,1,4,30.39,0.546
3,3,4,14.27,12.185
2,3,1,26.09,4.804
1,2,1,44.7,1.814
1,1,1,22.95,0.564
1,1,1,11.8,0.615
1,2,4,32.27,0.584
1,1,1,11.41,0.666
1,1,4,32.86,0.331
1,1,1,22.77,0.774
1,2,1,25.16,1.27
2,1,1,46.01,4.612
2,1,1,12.05,5.495
3,3,3,23.45,12.563
2,3,1,67.05,11.1
1,2,4,33.45,0.842
1,2,1,16.51,0.984
1,1,1,18.22,0.684
3,3,3,15.11,21.928
1,3,1,3.48,0.99
1,1,2,14.84,0.539
2,2,2,19.17,4.971
1,1,1,11.76,0.588
3,1,3,24.62,10.383
1,1,3,25.42,0.526
1,3,1,48.45,1.026
3,1,2,33.7,19.074
1,3,4,41.14,0.693
1,2,2,39.78,1.892
2,1,2,53.93,3.356
2,2,2,9.04,4.952
1,1,1,11.27,0.704
1,2,2,26.55,1.291
1,1,1,39.67,0.738
1,2,5,50.15,0.954
1,3,1,20.57,0.854
1,2,1,24.68,0.977
2,3,2,33.82,4.716
1,1,2,40.7,0.955
1,1,4,10.06,0.399
1,2,2,55.7,1.71
1,1,1,3.33,0.571
1,2,1,32.69,1.117
3,2,1,25.49,31.032
1,1,1,29.83,0.72
2,1,1,39.03,6.11
2,3,1,3.4,5.878
2,1,1,26.08,2.154
2,2,1,11.48,4.309
2,3,4,33.03,5.509
1,2,3,50.48,1.119
1,2,2,35.68,1.182
2,1,2,53.31,2.778
1,1,1,38.79,0.58
1,2,1,17.46,1.015
2,1,1,17.33,3.671
1,2,1,35.59,1.075
1,1,1,14.87,0.768
2,1,2,25.89,3.153
1,2,1,41.2,1.959
2,1,2,57.08,4.633
2,2,2,26.73,6.466
1,1,4,22.36,0.357
1,1,2,39.17,1.025
3,1,4,27.8,15.304
1,2,2,37.48,1.943
3,2,3,13.58,25.402
1,1,2,41.39,0.524
1,2,2,3.6,1.202
2,2,3,42.15,4.419
1,1,1,12.66,0.803
1,1,1,10.02,0.491
2,2,1,47.52,8.638
1,2,1,31.3,1.391
1,3,1,21.39,1.068
2,2,1,9.74,9.133
1,1,4,34.68,0.72
2,2,2,22.25,3.782
1,1,2,13.3,0.768
2,2,4,49.96,4.401
1,3,3,20.05,0.703
3,1,1,13.01,16.469
1,1,1,33.91,0.866
3,1,2,47.38,26.282
2,1,2,18.79,4.567
2,1,2,34.17,3.785
1,1,1,28.52,1.103
1,1,4,25.44,0.527
1,3,1,9.92,0.849
2,1,1,54.08,5.336
1,1,1,20.4,0.825
1,1,1,27.04,0.676
1,2,1,8.93,0.831
1,3,1,13.12,0.897
1,1,4,74.7,0.736
1,3,1,22.1,0.713
1,3,1,41.89,0.725
1,1,1,45.49,1.473
1,1,1,23.2,0.913
1,3,4,27.35,0.504
3,3,4,35.49,14.087
1,2,4,67.33,2.077
2,1,4,29.56,2.001
1,1,3,31.46,0.581
2,1,4,7.75,1.898
1,1,1,21.19,0.674
2,2,2,60.63,12.149
2,1,2,23.79,4.806
2,2,1,24.44,6.678
1,2,3,47.83,1.443
2,3,2,37.57,4.146
1,2,1,18.17,1.47
1,3,4,45.55,0.669
2,1,1,50.03,7.705
2,3,3,22.69,4.353
2,2,2,29.89,8.612
2,2,1,14.06,5.974
2,1,1,29.62,4.962
1,1,3,33.56,0.421
1,1,4,33.61,0.62
1,1,1,41.65,0.66
1,1,2,22.81,0.406
2,2,3,16.16,4.108
1,1,2,11.45,0.524
2,1,1,61.95,3.237
1,1,4,27.63,0.864
1,3,1,16.95,0.578
3,1,3,16.45,9.346
1,2,1,27.21,1.467
1,1,1,12.95,0.607
2,2,2,15.79,7.326
1,1,3,71.84,1.555
1,3,4,76.44,1.612
2,1,1,7.14,3.762
1,1,1,28.12,0.513
3,1,1,54.24,39.699
2,3,2,6.14,2.822
1,1,2,19.61,0.579
3,1,4,19.49,13.561
1,3,2,4.47,0.67
1,3,1,20.62,1.032
2,3,1,25.33,3.75
1,1,3,25.77,0.421
1,2,3,27.47,1.638
1,2,1,12.49,1.292
1,2,1,30.87,1.243
1,1,4,18.21,0.454
1,1,1,18.47,0.613
3,1,3,19.24,16.325
2,2,1,17.12,6.978
